Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Dominica,DMA,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Denmark,DNK,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,14888.02,14469.982,15903.779,16131.133,14921.023,13732.915,14070.279,12577.81,12343.122,11507.046,9365.518,5742.522,5331.818,9075.825,8188.411,10839.652,12247.78,13740.249,12882.171,16303.482,22035.003,18103.979,22082.674,19981.483,21382.277,28026.881,27033.124,27491.499,25988.029,20513.198,23010.425,31572.87,25691.002,27663.848,29552.353,23795.163,34579.81,24477.225,22009.334,17799.618,15207.049,15973.452,16120.132,21503.288,16435.494,14198.624,20971.573,17550.262,15196.048,15185.047,14447.98,12269.782,9361.851,11437.373,9134.497,6549.262,7187.32,,,,,
Dominican Republic,DOM,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,3.667,3.667,0,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,0,0,0,0,0,0,0,0,73.34,616.056,256.69,696.73,25.669,150.347,370.367,319.029,275.025,293.36,341.031,370.367,718.732,619.723,245.689,539.049,619.723,2805.255,2064.521,1265.115,1870.17,1932.509,2112.192,2064.521,1851.835,2515.562,1987.514,2442.222,3197.624,2893.263,2874.928,,,,,
Algeria,DZA,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,1257.781,766.403,407.037,253.023,282.359,264.024,271.358,190.684,201.685,451.041,971.755,902.082,649.059,821.408,700.397,792.072,586.72,605.055,572.052,894.748,1609.813,1910.507,1976.513,3149.953,4030.033,3080.28,2728.248,2970.27,2977.604,2988.605,2944.601,2691.578,2379.883,1925.175,2288.208,1936.176,1408.128,1382.459,2112.192,2174.531,1969.179,2097.524,2610.904,2790.587,1925.175,2365.215,2702.579,3014.274,3010.607,1595.145,1217.444,1048.762,1037.761,726.066,546.383,502.379,0,,,,,
Ecuador,ECU,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
"Egypt, Arab Rep.",EGY,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,414.371,781.071,707.731,707.731,1213.777,1026.76,674.728,1111.101,1155.105,1261.448,1228.445,916.75,938.752,898.415,1543.807,3564.324,2284.541,2541.231,1991.181,1818.832,1818.832,2896.93,3223.293,2258.872,2258.872,2277.207,2764.918,2926.266,2585.235,2834.591,3362.639,2698.912,2592.569,3417.644,3696.336,2453.223,3432.312,2852.926,2794.254,2508.228,3146.286,2750.25,2959.269,3065.612,3193.957,3069.279,2929.933,2918.932,2856.593,2691.578,4129.042,1701.488,1804.164,1701.488,1496.136,1345.789,1353.123,,,,,
Eritrea,ERI,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Spain,ESP,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,31822.226,33604.388,34543.14,34506.47,32570.294,34499.136,31946.904,32166.924,32760.978,32823.317,36409.643,35159.196,36215.292,35148.195,36780.01,41173.076,40648.695,44392.702,36259.296,42188.835,49291.814,56809.164,66350.698,69405.309,69573.991,75067.157,73501.348,70377.064,61040.882,75485.195,73556.353,76258.932,78169.439,70241.385,72027.214,72456.253,61748.613,69676.667,67175.773,75107.494,79680.243,72987.968,82393.823,76280.934,79735.248,78103.433,70054.368,75536.533,53791.223,40135.315,31033.821,47384.974,58290.632,41638.785,43461.284,50237.9,38928.872,,,,,
Estonia,EST,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18217.656,14539.655,14092.281,13457.89,14037.276,13919.932,11958.087,10953.329,11408.037,11492.378,11199.018,13182.865,13179.198,12596.145,11991.09,14165.621,13091.19,11617.056,14921.023,15434.403,14418.644,16805.861,16134.8,14781.677,14403.976,,,,,
Ethiopia,ETH,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,25.669,25.669,22.002,25.669,3.667,25.669,25.669,3.667,14.668,25.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.337,110.01,132.012,451.041,594.054,773.737,1074.431,1092.766,1173.44,,,,,
Finland,FIN,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,7267.994,6237.567,6523.593,6926.963,8019.729,7231.324,6794.951,6600.6,7876.716,9453.526,8639.452,7785.041,8819.135,9794.557,9746.886,9002.485,12233.112,11771.07,15397.733,16479.498,20029.154,17528.26,12042.428,12838.167,15045.701,19046.398,17011.213,20344.516,19750.462,19020.729,20245.507,21235.597,18899.718,21103.585,26035.7,23432.13,28217.565,26299.724,21294.269,20652.544,19761.463,23703.488,25947.692,31422.523,29115.98,19248.083,28444.919,27957.208,21187.926,20230.839,27091.796,23193.775,18008.637,20087.826,17216.565,15896.445,17649.271,,,,,
Fiji,FJI,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,18.335,3.667,18.335,18.335,11.001,7.334,3.667,14.668,3.667,3.667,0,3.667,0,0,18.335,44.004,25.669,51.338,66.006,62.339,55.005,47.671,62.339,47.671,58.672,44.004,40.337,14.668,11.001,44.004,62.339,47.671,51.338,51.338,51.338,51.338,58.672,58.672,51.338,47.671,44.004,40.337,44.004,44.004,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
France,FRA,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,180988.452,181875.866,186459.616,197676.969,190427.31,178274.872,164600.629,162048.397,155370.79,155590.81,146093.28,133115.767,117696.032,115598.508,115913.87,101663.908,119753.219,116742.612,114472.739,125011.697,125231.717,110237.354,113423.977,101025.85,97978.573,95584.022,78191.441,72129.89,73549.019,78415.128,74957.147,79243.87,69680.334,55745.734,55210.352,57516.895,62027.305,54425.614,64275.176,57450.889,55584.386,47146.619,50446.919,53303.512,51081.31,52823.135,49005.788,50776.949,48422.735,42181.501,45221.444,38661.181,42702.215,46508.561,34539.473,,,,,,,
Faroe Islands,FRO,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,3.667,7.334,3.667,11.001,7.334,7.334,7.334,3.667,3.667,3.667,3.667,3.667,3.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
"Micronesia, Fed. Sts.",FSM,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Gabon,GAB,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
United Kingdom,GBR,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,448419.095,443241.291,437667.451,439662.299,426589.444,422614.416,403674.361,368782.856,370601.688,368247.474,353190.772,341691.06,293385.669,296091.915,263580.293,276414.793,275182.681,271302.995,259348.575,281790.615,260921.718,261618.448,244944.599,247427.158,177691.819,234493.649,248677.605,259495.255,249972.056,246081.369,236125.464,236682.848,224900.777,197291.934,185799.556,175795.98,165026.001,149147.891,145836.59,130229.838,137380.488,146404.975,134729.247,144890.504,140666.12,143372.366,155821.831,146947.691,135902.687,111891.171,116280.57,114769.766,145642.239,141208.836,114509.409,90435.554,45012.425,,,,,
Georgia,GEO,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968.088,638.058,337.364,157.681,161.348,29.336,77.007,62.339,58.672,55.005,55.005,113.677,172.349,179.683,179.683,381.368,454.708,509.713,799.406,1078.098,1180.774,1206.443,1136.77,1081.765,1012.092,,,,,
Ghana,GHA,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,165.015,154.014,91.675,113.677,121.011,73.34,143.013,80.674,62.339,51.338,84.341,14.668,14.668,29.336,7.334,14.668,29.336,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,7.334,7.334,7.334,7.334,7.334,7.334,7.334,7.334,7.334,7.334,7.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Gibraltar,GIB,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,3.667,3.667,3.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Guinea,GIN,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
"Gambia, The",GMB,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Guinea-Bissau,GNB,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Equatorial Guinea,GNQ,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Greece,GRC,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,3120.617,3285.632,3300.3,4374.731,4939.449,6380.58,6310.907,6318.241,6659.272,8001.394,5705.852,6695.942,6970.967,8500.106,8998.818,11364.033,13413.886,13802.588,11936.085,13556.899,12841.834,14286.632,15566.415,19182.077,20623.208,23765.827,24367.215,26552.747,29119.647,31433.524,31741.552,30571.779,32089.917,32155.923,33344.031,33010.334,31239.173,33655.726,35126.193,33714.398,35588.235,36644.331,35401.218,35129.86,35885.262,35298.542,33292.693,34887.838,32797.648,33296.36,31011.819,31136.497,32122.92,27564.839,26413.401,22130.345,17238.567,,,,,
Grenada,GRD,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Greenland,GRL,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,121.011,121.011,110.01,143.013,91.675,77.007,106.343,121.011,102.676,80.674,77.007,73.34,18.335,40.337,22.002,0,11.001,0,7.334,7.334,3.667,3.667,3.667,3.667,3.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Guatemala,GTM,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.337,572.052,531.715,1034.094,979.089,1129.436,1562.142,1690.487,1188.108,1184.441,770.07,1287.117,1290.784,1514.471,2280.874,2471.558,3538.655,4158.378,,,,,
Guam,GUM,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
"Hong Kong SAR, China",HKG,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,418.038,451.041,410.704,359.366,333.697,330.03,282.359,231.021,168.682,102.676,62.339,77.007,55.005,22.002,33.003,25.669,40.337,33.003,29.336,29.336,18.335,113.677,2907.931,6692.275,9061.157,11217.353,12981.18,16263.145,18808.043,20146.498,18125.981,19552.444,20729.551,24011.516,17150.559,18489.014,13740.249,11591.387,14323.302,11708.731,14473.649,15152.044,19677.122,25078.613,23190.108,25485.65,25258.296,27627.178,25984.362,27135.8,23608.146,28085.553,27649.18,29471.679,30876.14,25393.975,25393.975,,,,,
Honduras,HND,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.667,150.347,359.366,326.363,374.034,447.374,462.042,487.711,330.03,326.363,447.374,440.04,557.384,663.727,707.731,689.396,568.385,300.694,436.373,,,,,
Croatia,HRV,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1653.817,1367.791,861.745,667.394,550.05,927.751,887.414,784.738,1609.813,1837.167,2214.868,2464.224,2555.899,2629.239,2372.549,2618.238,2636.573,1969.179,2581.568,2676.91,2398.218,2563.233,2456.89,2299.209,2471.558,,,,,
Haiti,HTI,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.009,150.347,157.681,161.348,47.671,47.671,80.674,33.003,33.003,66.006,69.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Hungary,HUN,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,36519.653,39057.217,39577.931,43948.995,48045.034,45885.171,44253.356,39064.551,38536.503,37337.394,46200.533,42251.174,40461.678,40025.305,38587.841,37157.711,37520.744,36802.012,38078.128,37759.099,36677.334,37722.429,38650.18,37025.699,36868.018,36537.988,35507.561,35808.255,32977.331,30916.477,24095.857,23696.154,20546.201,19138.073,18635.694,18213.989,18661.363,18081.977,16739.855,16274.146,15144.71,14051.944,14172.955,14682.668,13355.214,11998.424,12185.441,12405.461,12141.437,10087.917,10846.986,11030.336,10637.967,9339.849,8800.8,9295.845,8870.473,,,,,
Indonesia,IDN,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,1822.499,1529.139,1301.785,1595.145,1206.443,762.736,898.415,619.723,473.043,561.051,432.706,553.717,524.381,355.699,440.04,546.383,447.374,509.713,546.383,652.726,707.731,792.072,861.745,1199.109,1884.838,3674.334,8063.733,8225.081,6919.629,6285.238,6952.632,13531.23,12519.138,21327.272,26670.091,25195.957,27583.174,29413.007,32100.918,37198.048,42016.486,58866.351,63259.417,65756.644,77733.066,88642.391,111469.466,128781.373,173254.749,173559.11,129426.765,184743.46,192183.803,79401.551,41488.438,153478.618,213852.106,,,,,
Isle of Man,IMN,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,97208.503,104956.874,114227.05,122144.103,117167.984,128818.043,129404.763,131740.642,136973.451,136463.738,136669.09,140449.767,148641.845,152440.857,161102.311,178465.556,186855.652,196356.849,193236.232,199800.162,218289.176,232634.48,235751.43,257207.047,256073.944,280184.469,302175.468,322846.347,350847.559,375687.817,405430.854,434774.188,455096.702,479108.218,504106.157,521810.433,558066.062,583753.397,579774.702,620042.029,633701.604,643881.196,662153.857,692344.268,741104.367,798071.212,855698.117,931927.713,1007497.249,1088420.605,1093532.403,1210839.733,1363548.281,1326152.215,1487808.243,1488152.941,1516605.194,,,,,
Ireland,IRL,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,7601.691,8313.089,8236.082,7880.383,7887.717,6666.606,7425.675,7649.362,8870.473,8412.098,8155.408,8228.748,7719.035,7099.312,7451.344,6787.617,6937.964,7418.341,6156.893,7715.368,7414.674,7920.72,8360.76,9226.172,8753.129,10153.923,11155.014,14227.96,14524.987,14565.324,13179.198,13028.851,12728.157,12060.763,11444.707,11246.689,11474.043,11184.35,11166.015,9460.86,10113.586,10601.297,10333.606,10296.936,9457.193,10608.631,9486.529,9262.842,9171.167,8283.753,8071.067,7550.353,9002.485,7818.044,7686.032,8423.099,8060.066,,,,,
"Iran, Islamic Rep.",IRN,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,612.389,524.381,542.716,605.055,726.066,755.402,755.402,770.07,788.405,1301.785,1261.448,1430.13,2427.554,2665.909,3039.943,2618.238,2328.545,2335.879,2537.564,2409.219,2434.888,1928.842,2999.606,2753.917,3274.631,3428.645,3582.659,3655.999,3707.337,3058.278,2695.245,3846.683,3388.308,4136.376,4176.713,3912.689,4092.372,4198.715,4888.111,4979.786,5331.818,4143.71,4668.091,5192.472,4998.121,6090.887,5988.211,6582.265,5863.533,4396.733,5452.829,5317.15,4132.709,4121.708,3593.66,4305.058,3454.314,,,,,
Iraq,IRQ,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,7.334,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,11.001,7.334,3.667,11.001,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Iceland,ISL,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,58.672,44.004,44.004,29.336,33.003,18.335,14.668,11.001,11.001,3.667,3.667,3.667,3.667,3.667,0,0,0,0,0,51.338,66.006,110.01,113.677,165.015,231.021,245.689,275.025,220.02,227.354,234.688,242.022,245.689,176.016,172.349,256.69,209.019,242.022,212.686,249.356,216.353,370.367,352.032,366.7,344.698,388.702,377.701,337.364,403.37,355.699,322.696,341.031,344.698,352.032,370.367,330.03,352.032,374.034,,,,,
Israel,ISR,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,121.011,113.677,117.344,55.005,73.34,22.002,18.335,18.335,25.669,25.669,18.335,22.002,18.335,11.001,11.001,14.668,14.668,14.668,14.668,14.668,14.668,14.668,2409.219,4473.74,7124.981,7788.708,8544.11,8672.455,8646.786,9215.171,9959.572,10868.988,13380.883,15122.708,16028.457,17564.93,20923.902,23065.43,24810.922,24227.869,28224.899,30608.449,29280.995,29750.371,30069.4,27847.198,29944.722,30333.424,29607.358,27110.131,28092.887,29024.305,32603.297,26736.097,24880.595,25107.949,20850.562,,,,,
Italy,ITA,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,27905.87,30194.078,31899.233,32771.979,27803.194,30560.778,31697.548,35210.534,32779.313,32933.327,32907.658,30733.127,29145.316,29442.343,31701.215,30630.451,30986.15,31393.187,35569.9,40160.984,44950.086,47810.346,49882.201,44517.38,54704.306,59445.737,53329.181,55668.727,52735.127,52199.745,55551.383,52320.756,46255.538,40421.341,43310.937,46394.884,42643.543,43116.586,44832.742,44631.057,47619.662,50813.619,51877.049,56237.112,62947.722,62533.351,63211.746,63688.456,61807.285,48250.386,53739.885,60259.811,61675.273,51363.669,49621.844,,,,,,,
Jamaica,JAM,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,0,0,3.667,3.667,3.667,0,0,0,0,0,0,0,0,139.346,135.679,176.016,146.68,139.346,146.68,168.682,179.683,187.017,190.684,190.684,139.346,234.688,227.354,176.016,154.014,73.34,95.342,128.345,135.679,113.677,212.686,194.351,234.688,275.025,260.357,194.351,,,,,
Jordan,JOR,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832.409,1316.453,682.062,854.411,,,,,
Japan,JPN,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,139257.992,160995.968,154340.363,155466.132,160339.575,165884.079,170588.84,181648.512,200284.206,221204.441,229451.524,206554.776,200379.548,214559.837,229378.184,213595.416,208553.291,204688.273,174882.897,191094.704,224482.739,247559.17,242828.74,229983.239,260390.003,272010.726,257676.423,250599.113,278739.671,277331.543,290008.362,297573.383,291306.48,293143.647,313836.528,325460.918,335519.499,346065.791,325207.895,350297.509,367261.051,374488.708,391272.567,402801.615,440051.001,419603.809,425331.663,443835.345,433820.768,387257.202,438848.225,409761.581,425166.648,462793.735,447318.995,447473.009,433780.431,,,,,
Kazakhstan,KAZ,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156005.181,142770.978,133772.16,110860.744,98304.936,82522.168,82929.205,77835.742,74894.808,80820.68,82764.19,89830.499,105723.277,107318.422,115338.151,122760.159,132074.339,121773.736,131219.928,143720.731,143904.081,142426.28,140721.125,130075.824,134127.859,,,,,
Kenya,KEN,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,113.677,99.009,117.344,113.677,91.675,146.68,128.345,132.012,110.01,84.341,220.02,216.353,106.343,187.017,176.016,121.011,168.682,168.682,139.346,44.004,47.671,238.355,88.008,245.689,315.362,231.021,227.354,245.689,300.694,352.032,403.37,352.032,421.705,352.032,293.36,370.367,352.032,245.689,198.018,194.351,176.016,176.016,264.024,245.689,286.026,333.697,443.707,399.703,410.704,366.7,627.057,1015.759,909.416,1004.758,1246.78,1323.787,1305.452,,,,,
Kyrgyz Republic,KGZ,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3817.347,3439.646,3424.978,1246.78,1855.502,1943.51,1939.843,1917.841,1866.503,1228.445,1987.514,2409.219,2365.215,2321.211,2225.869,2306.543,3193.957,2753.917,2684.244,2867.594,4019.032,3578.992,4506.743,4341.728,3483.65,,,,,
Cambodia,KHM,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,33.003,73.34,99.009,36.67,95.342,33.003,33.003,25.669,14.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.336,51.338,58.672,62.339,205.352,957.087,2317.544,2684.244,,,,,
Kiribati,KIR,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
St. Kitts and Nevis,KNA,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
"Korea, Rep.",KOR,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,10245.598,11910.416,13930.933,16787.526,18349.668,19651.453,22544.716,23428.463,20062.157,20047.489,23300.118,23560.475,24539.564,28782.283,29559.687,30703.791,33824.408,37091.705,36380.307,46039.185,49464.163,55126.011,57359.214,61458.92,75250.507,89397.793,88103.342,89742.491,98620.298,97853.895,94850.622,96515.44,86959.238,97182.834,100494.135,105033.881,110912.082,122587.81,124791.677,130680.879,160236.899,170526.501,178043.851,184035.729,192403.823,187112.342,199532.471,213573.414,239037.062,245740.338,279656.421,304900.049,292498.255,296047.911,308618.387,308270.022,309945.841,,,,,
Kuwait,KWT,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Lao PDR,LAO,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.667,3.667,3.667,3.667,3.667,7.334,14.668,18.335,22.002,51.338,95.342,69.673,14.668,40.337,51.338,80.674,102.676,121.011,135.679,187.017,212.686,297.027,352.032,638.058,751.735,784.738,1136.77,1191.775,5155.802,13846.592,,,,,
Lebanon,LBN,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,11.001,3.667,7.334,22.002,29.336,25.669,11.001,3.667,11.001,25.669,11.001,11.001,18.335,36.67,25.669,25.669,14.668,14.668,14.668,14.668,14.668,14.668,7.334,0,0,0,0,0,0,0,0,0,0,278.692,282.359,476.71,564.718,575.719,502.379,506.046,502.379,502.379,502.379,502.379,502.379,502.379,502.379,502.379,502.379,502.379,564.718,627.057,627.057,502.379,627.057,634.391,645.392,,,,,
Liberia,LBR,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
